Time (s),Glucose (mM),ATP (mM),G6P (mM),ADP (mM),Hexokinase (firings)
3.750000,4996.250575,2996.250575,103.749425,103.749425,1250
3.753000,4996.247576,2996.247576,103.752424,103.752424,1251
3.756000,4996.244576,2996.244576,103.755424,103.755424,1252
3.759000,4996.241577,2996.241577,103.758423,103.758423,1253
3.762000,4996.238577,2996.238577,103.761423,103.761423,1254
3.765000,4996.235578,2996.235578,103.764422,103.764422,1255
3.768000,4996.232578,2996.232578,103.767422,103.767422,1256
3.771000,4996.229578,2996.229578,103.770422,103.770422,1257
3.774000,4996.226579,2996.226579,103.773421,103.773421,1258
3.777000,4996.223579,2996.223579,103.776421,103.776421,1259
3.780000,4996.220580,2996.220580,103.779420,103.779420,1260
3.783000,4996.217580,2996.217580,103.782420,103.782420,1261
3.786000,4996.214581,2996.214581,103.785419,103.785419,1262
3.789000,4996.211581,2996.211581,103.788419,103.788419,1263
3.792000,4996.208582,2996.208582,103.791418,103.791418,1264
3.795000,4996.205582,2996.205582,103.794418,103.794418,1265
3.798000,4996.202583,2996.202583,103.797417,103.797417,1266
3.801000,4996.199583,2996.199583,103.800417,103.800417,1267
3.804000,4996.196584,2996.196584,103.803416,103.803416,1268
3.807000,4996.193584,2996.193584,103.806416,103.806416,1269
3.810000,4996.190584,2996.190584,103.809416,103.809416,1270
3.813000,4996.187585,2996.187585,103.812415,103.812415,1271
3.816000,4996.184585,2996.184585,103.815415,103.815415,1272
3.819000,4996.181586,2996.181586,103.818414,103.818414,1273
3.822000,4996.178586,2996.178586,103.821414,103.821414,1274
3.825000,4996.175587,2996.175587,103.824413,103.824413,1275
3.828000,4996.172587,2996.172587,103.827413,103.827413,1276
3.831000,4996.169588,2996.169588,103.830412,103.830412,1277
3.834000,4996.166588,2996.166588,103.833412,103.833412,1278
3.837000,4996.163589,2996.163589,103.836411,103.836411,1279
3.840000,4996.160589,2996.160589,103.839411,103.839411,1280
3.843000,4996.157590,2996.157590,103.842410,103.842410,1281
3.846000,4996.154590,2996.154590,103.845410,103.845410,1282
3.849000,4996.151590,2996.151590,103.848410,103.848410,1283
3.852000,4996.148591,2996.148591,103.851409,103.851409,1284
3.855000,4996.145591,2996.145591,103.854409,103.854409,1285
3.858000,4996.142592,2996.142592,103.857408,103.857408,1286
3.861000,4996.139592,2996.139592,103.860408,103.860408,1287
3.864000,4996.136593,2996.136593,103.863407,103.863407,1288
3.867000,4996.133593,2996.133593,103.866407,103.866407,1289
3.870000,4996.130594,2996.130594,103.869406,103.869406,1290
3.873000,4996.127594,2996.127594,103.872406,103.872406,1291
3.876000,4996.124595,2996.124595,103.875405,103.875405,1292
3.879000,4996.121595,2996.121595,103.878405,103.878405,1293
3.882000,4996.118596,2996.118596,103.881404,103.881404,1294
3.885000,4996.115596,2996.115596,103.884404,103.884404,1295
3.888000,4996.112596,2996.112596,103.887404,103.887404,1296
3.891000,4996.109597,2996.109597,103.890403,103.890403,1297
3.894000,4996.106597,2996.106597,103.893403,103.893403,1298
3.897000,4996.103598,2996.103598,103.896402,103.896402,1299
3.900000,4996.100598,2996.100598,103.899402,103.899402,1300
3.903000,4996.097599,2996.097599,103.902401,103.902401,1301
3.906000,4996.094599,2996.094599,103.905401,103.905401,1302
3.909000,4996.091600,2996.091600,103.908400,103.908400,1303
3.912000,4996.088600,2996.088600,103.911400,103.911400,1304
3.915000,4996.085601,2996.085601,103.914399,103.914399,1305
3.918000,4996.082601,2996.082601,103.917399,103.917399,1306
3.921000,4996.079602,2996.079602,103.920398,103.920398,1307
3.924000,4996.076602,2996.076602,103.923398,103.923398,1308
3.927000,4996.073602,2996.073602,103.926398,103.926398,1309
3.930000,4996.070603,2996.070603,103.929397,103.929397,1310
3.933000,4996.067603,2996.067603,103.932397,103.932397,1311
3.936000,4996.064604,2996.064604,103.935396,103.935396,1312
3.939000,4996.061604,2996.061604,103.938396,103.938396,1313
3.942000,4996.058605,2996.058605,103.941395,103.941395,1314
3.945000,4996.055605,2996.055605,103.944395,103.944395,1315
3.948000,4996.052606,2996.052606,103.947394,103.947394,1316
3.951000,4996.049606,2996.049606,103.950394,103.950394,1317
3.954000,4996.046607,2996.046607,103.953393,103.953393,1318
3.957000,4996.043607,2996.043607,103.956393,103.956393,1319
3.960000,4996.040607,2996.040607,103.959393,103.959393,1320
3.963000,4996.037608,2996.037608,103.962392,103.962392,1321
3.966000,4996.034608,2996.034608,103.965392,103.965392,1322
3.969000,4996.031609,2996.031609,103.968391,103.968391,1323
3.972000,4996.028609,2996.028609,103.971391,103.971391,1324
3.975000,4996.025610,2996.025610,103.974390,103.974390,1325
3.978000,4996.022610,2996.022610,103.977390,103.977390,1326
3.981000,4996.019611,2996.019611,103.980389,103.980389,1327
3.984000,4996.016611,2996.016611,103.983389,103.983389,1328
3.987000,4996.013612,2996.013612,103.986388,103.986388,1329
3.990000,4996.010612,2996.010612,103.989388,103.989388,1330
3.993000,4996.007613,2996.007613,103.992387,103.992387,1331
3.996000,4996.004613,2996.004613,103.995387,103.995387,1332
3.999000,4996.001613,2996.001613,103.998387,103.998387,1333
4.002000,4995.998614,2995.998614,104.001386,104.001386,1334
4.005000,4995.995614,2995.995614,104.004386,104.004386,1335
4.008000,4995.992615,2995.992615,104.007385,104.007385,1336
4.011000,4995.989615,2995.989615,104.010385,104.010385,1337
4.014000,4995.986616,2995.986616,104.013384,104.013384,1338
4.017000,4995.983616,2995.983616,104.016384,104.016384,1339
4.020000,4995.980617,2995.980617,104.019383,104.019383,1340
4.023000,4995.977617,2995.977617,104.022383,104.022383,1341
4.026000,4995.974618,2995.974618,104.025382,104.025382,1342
4.029000,4995.971618,2995.971618,104.028382,104.028382,1343
4.032000,4995.968619,2995.968619,104.031381,104.031381,1344
4.035000,4995.965619,2995.965619,104.034381,104.034381,1345
4.038000,4995.962619,2995.962619,104.037381,104.037381,1346
4.041000,4995.959620,2995.959620,104.040380,104.040380,1347
4.044000,4995.956620,2995.956620,104.043380,104.043380,1348
4.047000,4995.953621,2995.953621,104.046379,104.046379,1349
4.050000,4995.950621,2995.950621,104.049379,104.049379,1350
4.053000,4995.947622,2995.947622,104.052378,104.052378,1351
4.056000,4995.944622,2995.944622,104.055378,104.055378,1352
4.059000,4995.941623,2995.941623,104.058377,104.058377,1353
4.062000,4995.938623,2995.938623,104.061377,104.061377,1354
4.065000,4995.935624,2995.935624,104.064376,104.064376,1355
4.068000,4995.932624,2995.932624,104.067376,104.067376,1356
4.071000,4995.929625,2995.929625,104.070375,104.070375,1357
4.074000,4995.926625,2995.926625,104.073375,104.073375,1358
4.077000,4995.923625,2995.923625,104.076375,104.076375,1359
4.080000,4995.920626,2995.920626,104.079374,104.079374,1360
4.083000,4995.917626,2995.917626,104.082374,104.082374,1361
4.086000,4995.914627,2995.914627,104.085373,104.085373,1362
4.089000,4995.911627,2995.911627,104.088373,104.088373,1363
4.092000,4995.908628,2995.908628,104.091372,104.091372,1364
4.095000,4995.905628,2995.905628,104.094372,104.094372,1365
4.098000,4995.902629,2995.902629,104.097371,104.097371,1366
4.101000,4995.899629,2995.899629,104.100371,104.100371,1367
4.104000,4995.896630,2995.896630,104.103370,104.103370,1368
4.107000,4995.893630,2995.893630,104.106370,104.106370,1369
4.110000,4995.890631,2995.890631,104.109369,104.109369,1370
4.113000,4995.887631,2995.887631,104.112369,104.112369,1371
4.116000,4995.884631,2995.884631,104.115369,104.115369,1372
4.119000,4995.881632,2995.881632,104.118368,104.118368,1373
4.122000,4995.878632,2995.878632,104.121368,104.121368,1374
4.125000,4995.875633,2995.875633,104.124367,104.124367,1375
4.128000,4995.872633,2995.872633,104.127367,104.127367,1376
4.131000,4995.869634,2995.869634,104.130366,104.130366,1377
4.134000,4995.866634,2995.866634,104.133366,104.133366,1378
4.137000,4995.863635,2995.863635,104.136365,104.136365,1379
4.140000,4995.860635,2995.860635,104.139365,104.139365,1380
4.143000,4995.857636,2995.857636,104.142364,104.142364,1381
4.146000,4995.854636,2995.854636,104.145364,104.145364,1382
4.149000,4995.851637,2995.851637,104.148363,104.148363,1383
4.152000,4995.848637,2995.848637,104.151363,104.151363,1384
4.155000,4995.845637,2995.845637,104.154363,104.154363,1385
4.158000,4995.842638,2995.842638,104.157362,104.157362,1386
4.161000,4995.839638,2995.839638,104.160362,104.160362,1387
4.164000,4995.836639,2995.836639,104.163361,104.163361,1388
4.167000,4995.833639,2995.833639,104.166361,104.166361,1389
4.170000,4995.830640,2995.830640,104.169360,104.169360,1390
4.173000,4995.827640,2995.827640,104.172360,104.172360,1391
4.176000,4995.824641,2995.824641,104.175359,104.175359,1392
4.179000,4995.821641,2995.821641,104.178359,104.178359,1393
4.182000,4995.818642,2995.818642,104.181358,104.181358,1394
4.185000,4995.815642,2995.815642,104.184358,104.184358,1395
4.188000,4995.812642,2995.812642,104.187358,104.187358,1396
4.191000,4995.809643,2995.809643,104.190357,104.190357,1397
4.194000,4995.806643,2995.806643,104.193357,104.193357,1398
4.197000,4995.803644,2995.803644,104.196356,104.196356,1399
4.200000,4995.800644,2995.800644,104.199356,104.199356,1400
4.203000,4995.797645,2995.797645,104.202355,104.202355,1401
4.206000,4995.794645,2995.794645,104.205355,104.205355,1402
4.209000,4995.791646,2995.791646,104.208354,104.208354,1403
4.212000,4995.788646,2995.788646,104.211354,104.211354,1404
4.215000,4995.785647,2995.785647,104.214353,104.214353,1405
4.218000,4995.782647,2995.782647,104.217353,104.217353,1406
4.221000,4995.779648,2995.779648,104.220352,104.220352,1407
4.224000,4995.776648,2995.776648,104.223352,104.223352,1408
4.227000,4995.773648,2995.773648,104.226352,104.226352,1409
4.230000,4995.770649,2995.770649,104.229351,104.229351,1410
4.233000,4995.767649,2995.767649,104.232351,104.232351,1411
4.236000,4995.764650,2995.764650,104.235350,104.235350,1412
4.239000,4995.761650,2995.761650,104.238350,104.238350,1413
4.242000,4995.758651,2995.758651,104.241349,104.241349,1414
4.245000,4995.755651,2995.755651,104.244349,104.244349,1415
4.248000,4995.752652,2995.752652,104.247348,104.247348,1416
4.251000,4995.749652,2995.749652,104.250348,104.250348,1417
4.254000,4995.746653,2995.746653,104.253347,104.253347,1418
4.257000,4995.743653,2995.743653,104.256347,104.256347,1419
4.260000,4995.740654,2995.740654,104.259346,104.259346,1420
4.263000,4995.737654,2995.737654,104.262346,104.262346,1421
4.266000,4995.734654,2995.734654,104.265346,104.265346,1422
4.269000,4995.731655,2995.731655,104.268345,104.268345,1423
4.272000,4995.728655,2995.728655,104.271345,104.271345,1424
4.275000,4995.725656,2995.725656,104.274344,104.274344,1425
4.278000,4995.722656,2995.722656,104.277344,104.277344,1426
4.281000,4995.719657,2995.719657,104.280343,104.280343,1427
4.284000,4995.716657,2995.716657,104.283343,104.283343,1428
4.287000,4995.713658,2995.713658,104.286342,104.286342,1429
4.290000,4995.710658,2995.710658,104.289342,104.289342,1430
4.293000,4995.707659,2995.707659,104.292341,104.292341,1431
4.296000,4995.704659,2995.704659,104.295341,104.295341,1432
4.299000,4995.701660,2995.701660,104.298340,104.298340,1433
4.302000,4995.698660,2995.698660,104.301340,104.301340,1434
4.305000,4995.695660,2995.695660,104.304340,104.304340,1435
4.308000,4995.692661,2995.692661,104.307339,104.307339,1436
4.311000,4995.689661,2995.689661,104.310339,104.310339,1437
4.314000,4995.686662,2995.686662,104.313338,104.313338,1438
4.317000,4995.683662,2995.683662,104.316338,104.316338,1439
4.320000,4995.680663,2995.680663,104.319337,104.319337,1440
4.323000,4995.677663,2995.677663,104.322337,104.322337,1441
4.326000,4995.674664,2995.674664,104.325336,104.325336,1442
4.329000,4995.671664,2995.671664,104.328336,104.328336,1443
4.332000,4995.668665,2995.668665,104.331335,104.331335,1444
4.335000,4995.665665,2995.665665,104.334335,104.334335,1445
4.338000,4995.662666,2995.662666,104.337334,104.337334,1446
4.341000,4995.659666,2995.659666,104.340334,104.340334,1447
4.344000,4995.656666,2995.656666,104.343334,104.343334,1448
4.347000,4995.653667,2995.653667,104.346333,104.346333,1449
4.350000,4995.650667,2995.650667,104.349333,104.349333,1450
4.353000,4995.647668,2995.647668,104.352332,104.352332,1451
4.356000,4995.644668,2995.644668,104.355332,104.355332,1452
4.359000,4995.641669,2995.641669,104.358331,104.358331,1453
4.362000,4995.638669,2995.638669,104.361331,104.361331,1454
4.365000,4995.635670,2995.635670,104.364330,104.364330,1455
4.368000,4995.632670,2995.632670,104.367330,104.367330,1456
4.371000,4995.629671,2995.629671,104.370329,104.370329,1457
4.374000,4995.626671,2995.626671,104.373329,104.373329,1458
4.377000,4995.623672,2995.623672,104.376328,104.376328,1459
4.380000,4995.620672,2995.620672,104.379328,104.379328,1460
4.383000,4995.617672,2995.617672,104.382328,104.382328,1461
4.386000,4995.614673,2995.614673,104.385327,104.385327,1462
4.389000,4995.611673,2995.611673,104.388327,104.388327,1463
4.392000,4995.608674,2995.608674,104.391326,104.391326,1464
4.395000,4995.605674,2995.605674,104.394326,104.394326,1465
4.398000,4995.602675,2995.602675,104.397325,104.397325,1466
4.401000,4995.599675,2995.599675,104.400325,104.400325,1467
4.404000,4995.596676,2995.596676,104.403324,104.403324,1468
4.407000,4995.593676,2995.593676,104.406324,104.406324,1469
4.410000,4995.590677,2995.590677,104.409323,104.409323,1470
4.413000,4995.587677,2995.587677,104.412323,104.412323,1471
4.416000,4995.584678,2995.584678,104.415322,104.415322,1472
4.419000,4995.581678,2995.581678,104.418322,104.418322,1473
4.422000,4995.578678,2995.578678,104.421322,104.421322,1474
4.425000,4995.575679,2995.575679,104.424321,104.424321,1475
4.428000,4995.572679,2995.572679,104.427321,104.427321,1476
4.431000,4995.569680,2995.569680,104.430320,104.430320,1477
4.434000,4995.566680,2995.566680,104.433320,104.433320,1478
4.437000,4995.563681,2995.563681,104.436319,104.436319,1479
4.440000,4995.560681,2995.560681,104.439319,104.439319,1480
4.443000,4995.557682,2995.557682,104.442318,104.442318,1481
4.446000,4995.554682,2995.554682,104.445318,104.445318,1482
4.449000,4995.551683,2995.551683,104.448317,104.448317,1483
4.452000,4995.548683,2995.548683,104.451317,104.451317,1484
4.455000,4995.545683,2995.545683,104.454317,104.454317,1485
4.458000,4995.542684,2995.542684,104.457316,104.457316,1486
4.461000,4995.539684,2995.539684,104.460316,104.460316,1487
4.464000,4995.536685,2995.536685,104.463315,104.463315,1488
4.467000,4995.533685,2995.533685,104.466315,104.466315,1489
4.470000,4995.530686,2995.530686,104.469314,104.469314,1490
4.473000,4995.527686,2995.527686,104.472314,104.472314,1491
4.476000,4995.524687,2995.524687,104.475313,104.475313,1492
4.479000,4995.521687,2995.521687,104.478313,104.478313,1493
4.482000,4995.518688,2995.518688,104.481312,104.481312,1494
4.485000,4995.515688,2995.515688,104.484312,104.484312,1495
4.488000,4995.512689,2995.512689,104.487311,104.487311,1496
4.491000,4995.509689,2995.509689,104.490311,104.490311,1497
4.494000,4995.506689,2995.506689,104.493311,104.493311,1498
4.497000,4995.503690,2995.503690,104.496310,104.496310,1499
4.500000,4995.500690,2995.500690,104.499310,104.499310,1500
4.503000,4995.497691,2995.497691,104.502309,104.502309,1501
4.506000,4995.494691,2995.494691,104.505309,104.505309,1502
4.509000,4995.491692,2995.491692,104.508308,104.508308,1503
4.512000,4995.488692,2995.488692,104.511308,104.511308,1504
4.515000,4995.485693,2995.485693,104.514307,104.514307,1505
4.518000,4995.482693,2995.482693,104.517307,104.517307,1506
4.521000,4995.479694,2995.479694,104.520306,104.520306,1507
4.524000,4995.476694,2995.476694,104.523306,104.523306,1508
4.527000,4995.473695,2995.473695,104.526305,104.526305,1509
4.530000,4995.470695,2995.470695,104.529305,104.529305,1510
4.533000,4995.467695,2995.467695,104.532305,104.532305,1511
4.536000,4995.464696,2995.464696,104.535304,104.535304,1512
4.539000,4995.461696,2995.461696,104.538304,104.538304,1513
4.542000,4995.458697,2995.458697,104.541303,104.541303,1514
4.545000,4995.455697,2995.455697,104.544303,104.544303,1515
4.548000,4995.452698,2995.452698,104.547302,104.547302,1516
4.551000,4995.449698,2995.449698,104.550302,104.550302,1517
4.554000,4995.446699,2995.446699,104.553301,104.553301,1518
4.557000,4995.443699,2995.443699,104.556301,104.556301,1519
